date,season,yr,mnth,hr,holiday,weekday,workingday,weather_condition,temp,humidity,windspeed,casual,total_users,year,month,is_weekend,holiday_or_weekend,casual_ratio
2011-08-16,3,0,8,15,0,2,1,1,0.8,0.41,0.2985,36,159,2011,8,0,False,0.22641509433819867
2011-08-16,3,0,8,16,0,2,1,1,0.8,0.41,0.2239,55,303,2011,8,0,False,0.18151815181458245
2011-08-16,3,0,8,17,0,2,1,1,0.76,0.45,0.3284,75,600,2011,8,0,False,0.12499999999979167
2011-08-16,3,0,8,18,0,2,1,1,0.76,0.45,0.2239,54,570,2011,8,0,False,0.09473684210509696
2011-08-16,3,0,8,19,0,2,1,1,0.74,0.48,0.194,56,376,2011,8,0,False,0.14893617021236985
2011-08-16,3,0,8,20,0,2,1,1,0.74,0.51,0.0,48,280,2011,8,0,False,0.1714285714279592
2011-08-16,3,0,8,21,0,2,1,1,0.72,0.54,0.0,38,215,2011,8,0,False,0.17674418604568956
2011-08-16,3,0,8,22,0,2,1,1,0.7,0.61,0.0,31,152,2011,8,0,False,0.2039473684197109
2011-08-16,3,0,8,23,0,2,1,1,0.66,0.65,0.1343,20,77,2011,8,0,False,0.25974025973688647
2011-08-17,3,0,8,0,0,3,1,1,0.66,0.69,0.0896,8,24,2011,8,0,False,0.3333333333194444
2011-08-17,3,0,8,1,0,3,1,1,0.64,0.73,0.1642,2,14,2011,8,0,False,0.14285714284693876
2011-08-17,3,0,8,2,0,3,1,1,0.66,0.69,0.0,0,6,2011,8,0,False,0.0
2011-08-17,3,0,8,3,0,3,1,1,0.64,0.78,0.0,1,5,2011,8,0,False,0.19999999996
2011-08-17,3,0,8,4,0,3,1,1,0.64,0.73,0.0,0,5,2011,8,0,False,0.0
2011-08-17,3,0,8,5,0,3,1,1,0.64,0.73,0.0,0,28,2011,8,0,False,0.0
2011-08-17,3,0,8,6,0,3,1,1,0.62,0.78,0.0,4,105,2011,8,0,False,0.038095238094875285
2011-08-17,3,0,8,7,0,3,1,1,0.66,0.65,0.0896,12,308,2011,8,0,False,0.038961038960912464
2011-08-17,3,0,8,8,0,3,1,1,0.7,0.54,0.1642,35,487,2011,8,0,False,0.0718685831620701
2011-08-17,3,0,8,9,0,3,1,1,0.74,0.48,0.0896,31,209,2011,8,0,False,0.14832535885096496
2011-08-17,3,0,8,10,0,3,1,1,0.76,0.43,0.0896,27,118,2011,8,0,False,0.22881355932009478
2011-08-17,3,0,8,11,0,3,1,1,0.78,0.43,0.1045,20,128,2011,8,0,False,0.1562499999987793
2011-08-17,3,0,8,12,0,3,1,1,0.8,0.43,0.2836,26,189,2011,8,0,False,0.13756613756540972
2011-08-17,3,0,8,13,0,3,1,1,0.8,0.41,0.194,38,176,2011,8,0,False,0.21590909090786417
2011-08-17,3,0,8,14,0,3,1,1,0.82,0.36,0.1642,54,192,2011,8,0,False,0.28124999999853517
2011-08-17,3,0,8,15,0,3,1,1,0.8,0.43,0.1343,42,159,2011,8,0,False,0.26415094339456513
2011-08-17,3,0,8,16,0,3,1,1,0.82,0.43,0.2239,62,300,2011,8,0,False,0.20666666666597777
2011-08-17,3,0,8,17,0,3,1,1,0.8,0.49,0.2239,46,552,2011,8,0,False,0.08333333333318237
2011-08-17,3,0,8,18,0,3,1,1,0.76,0.55,0.2537,86,556,2011,8,0,False,0.15467625899252757
2011-08-17,3,0,8,19,0,3,1,1,0.76,0.55,0.2239,50,347,2011,8,0,False,0.14409221901975766
2011-08-17,3,0,8,20,0,3,1,1,0.74,0.58,0.2537,37,280,2011,8,0,False,0.13214285714238522
2011-08-17,3,0,8,21,0,3,1,1,0.72,0.62,0.2239,38,230,2011,8,0,False,0.1652173913036295
2011-08-17,3,0,8,22,0,3,1,1,0.7,0.65,0.194,29,171,2011,8,0,False,0.16959064327386206
2011-08-17,3,0,8,23,0,3,1,1,0.7,0.65,0.2836,20,105,2011,8,0,False,0.19047619047437642
2011-08-18,3,0,8,0,0,4,1,1,0.68,0.65,0.1343,18,56,2011,8,0,False,0.32142857142283165
2011-08-18,3,0,8,1,0,4,1,2,0.66,0.65,0.1642,13,24,2011,8,0,False,0.5416666666440972
2011-08-18,3,0,8,2,0,4,1,1,0.66,0.65,0.2239,2,6,2011,8,0,False,0.33333333327777775
2011-08-18,3,0,8,3,0,4,1,1,0.66,0.69,0.2836,0,6,2011,8,0,False,0.0
2011-08-18,3,0,8,4,0,4,1,1,0.64,0.73,0.2239,0,9,2011,8,0,False,0.0
2011-08-18,3,0,8,5,0,4,1,1,0.64,0.78,0.2836,0,27,2011,8,0,False,0.0
2011-08-18,3,0,8,6,0,4,1,2,0.64,0.78,0.2537,6,103,2011,8,0,False,0.05825242718390046
2011-08-18,3,0,8,7,0,4,1,1,0.64,0.78,0.2985,19,308,2011,8,0,False,0.061688311688111404
2011-08-18,3,0,8,8,0,4,1,1,0.66,0.74,0.2836,27,420,2011,8,0,False,0.06428571428556122
2011-08-18,3,0,8,9,0,4,1,1,0.72,0.66,0.2537,42,228,2011,8,0,False,0.18421052631498155
2011-08-18,3,0,8,10,0,4,1,1,0.74,0.66,0.2537,37,129,2011,8,0,False,0.2868217054241332
2011-08-18,3,0,8,11,0,4,1,1,0.76,0.58,0.2537,44,141,2011,8,0,False,0.3120567375864393
2011-08-18,3,0,8,12,0,4,1,1,0.8,0.52,0.2836,34,173,2011,8,0,False,0.19653179190637843
2011-08-18,3,0,8,13,0,4,1,1,0.8,0.52,0.3582,33,187,2011,8,0,False,0.17647058823435044
2011-08-18,3,0,8,14,0,4,1,1,0.82,0.46,0.3284,67,182,2011,8,0,False,0.36813186812984544
2011-08-18,3,0,8,15,0,4,1,1,0.8,0.46,0.3582,56,174,2011,8,0,False,0.3218390804579205
2011-08-18,3,0,8,16,0,4,1,1,0.8,0.46,0.3582,49,245,2011,8,0,False,0.1999999999991837
2011-08-18,3,0,8,17,0,4,1,3,0.8,0.46,0.2985,44,409,2011,8,0,False,0.10757946210242646
2011-08-18,3,0,8,18,0,4,1,3,0.76,0.55,0.2537,48,274,2011,8,0,False,0.17518248175118548
2011-08-18,3,0,8,19,0,4,1,1,0.66,0.83,0.1045,26,141,2011,8,0,False,0.1843971631192596
2011-08-18,3,0,8,20,0,4,1,1,0.66,0.83,0.1045,24,165,2011,8,0,False,0.14545454545366393
2011-08-18,3,0,8,21,0,4,1,2,0.68,0.79,0.0,12,149,2011,8,0,False,0.08053691275113734
2011-08-18,3,0,8,22,0,4,1,2,0.7,0.74,0.1045,18,135,2011,8,0,False,0.13333333333234568
2011-08-18,3,0,8,23,0,4,1,2,0.7,0.74,0.1343,20,114,2011,8,0,False,0.17543859648968912
2011-08-19,3,0,8,0,0,5,1,3,0.68,0.69,0.194,9,62,2011,8,0,False,0.14516129032023933
2011-08-19,3,0,8,1,0,5,1,3,0.64,0.89,0.0,1,20,2011,8,0,False,0.0499999999975
2011-08-19,3,0,8,2,0,5,1,3,0.64,0.83,0.0,0,8,2011,8,0,False,0.0
2011-08-19,3,0,8,3,0,5,1,1,0.64,0.78,0.0,2,3,2011,8,0,False,0.6666666664444444
2011-08-19,3,0,8,4,0,5,1,1,0.64,0.83,0.0,1,8,2011,8,0,False,0.124999999984375
2011-08-19,3,0,8,5,0,5,1,1,0.64,0.83,0.0,1,17,2011,8,0,False,0.0588235294083045
2011-08-19,3,0,8,6,0,5,1,1,0.64,0.83,0.0,2,93,2011,8,0,False,0.02150537634385478
2011-08-19,3,0,8,7,0,5,1,2,0.66,0.83,0.0896,12,263,2011,8,0,False,0.04562737642568203
2011-08-19,3,0,8,8,0,5,1,2,0.66,0.83,0.0,30,398,2011,8,0,False,0.07537688442192117
2011-08-19,3,0,8,9,0,5,1,1,0.7,0.65,0.1343,31,218,2011,8,0,False,0.14220183486173302
2011-08-19,3,0,8,10,0,5,1,1,0.72,0.62,0.0896,57,165,2011,8,0,False,0.3454545454524518
2011-08-19,3,0,8,11,0,5,1,2,0.72,0.66,0.0896,45,165,2011,8,0,False,0.27272727272561986
2011-08-19,3,0,8,12,0,5,1,2,0.74,0.62,0.0896,54,222,2011,8,0,False,0.24324324324214758
2011-08-19,3,0,8,13,0,5,1,2,0.76,0.62,0.194,63,232,2011,8,0,False,0.27155172413676054
2011-08-19,3,0,8,14,0,5,1,1,0.78,0.55,0.194,78,220,2011,8,0,False,0.354545454543843
2011-08-19,3,0,8,15,0,5,1,1,0.8,0.49,0.1045,66,222,2011,8,0,False,0.2972972972959581
2011-08-19,3,0,8,16,0,5,1,1,0.8,0.49,0.0,66,327,2011,8,0,False,0.20183486238470388
2011-08-19,3,0,8,17,0,5,1,1,0.76,0.58,0.5224,85,527,2011,8,0,False,0.16129032258033912
2011-08-19,3,0,8,18,0,5,1,1,0.76,0.58,0.5224,88,425,2011,8,0,False,0.20705882352892457
2011-08-19,3,0,8,19,0,5,1,3,0.62,0.73,0.4627,33,165,2011,8,0,False,0.1999999999987879
2011-08-19,3,0,8,20,0,5,1,3,0.62,0.83,0.2985,12,58,2011,8,0,False,0.20689655172057075
2011-08-19,3,0,8,21,0,5,1,1,0.62,0.83,0.1343,18,107,2011,8,0,False,0.16822429906384836
2011-08-19,3,0,8,22,0,5,1,1,0.6,0.88,0.1343,25,122,2011,8,0,False,0.2049180327852056
2011-08-19,3,0,8,23,0,5,1,2,0.6,0.88,0.0896,18,106,2011,8,0,False,0.16981132075311497
2011-08-20,3,0,8,0,0,6,0,1,0.6,0.88,0.0,21,128,2011,8,1,True,0.16406249999871828
2011-08-20,3,0,8,1,0,6,0,1,0.62,0.83,0.0,12,47,2011,8,1,True,0.2553191489307379
2011-08-20,3,0,8,2,0,6,0,1,0.62,0.78,0.0,10,69,2011,8,1,True,0.14492753622978366
2011-08-20,3,0,8,3,0,6,0,1,0.62,0.78,0.0,9,51,2011,8,1,True,0.17647058823183392
2011-08-20,3,0,8,4,0,6,0,2,0.6,0.88,0.0,1,7,2011,8,1,True,0.1428571428367347
2011-08-20,3,0,8,5,0,6,0,1,0.6,0.83,0.0,0,8,2011,8,1,True,0.0
2011-08-20,3,0,8,6,0,6,0,2,0.6,0.83,0.1343,6,24,2011,8,1,True,0.24999999998958333
2011-08-20,3,0,8,7,0,6,0,1,0.62,0.83,0.0,8,44,2011,8,1,True,0.1818181818140496
2011-08-20,3,0,8,8,0,6,0,1,0.66,0.69,0.0,27,133,2011,8,1,True,0.20300751879546614
2011-08-20,3,0,8,9,0,6,0,1,0.7,0.65,0.0,51,190,2011,8,1,True,0.26842105263016625
2011-08-20,3,0,8,10,0,6,0,1,0.72,0.62,0.1045,114,306,2011,8,1,True,0.3725490196066257
2011-08-20,3,0,8,11,0,6,0,1,0.72,0.58,0.0,115,338,2011,8,1,True,0.3402366863895259
2011-08-20,3,0,8,12,0,6,0,1,0.74,0.58,0.1343,156,409,2011,8,1,True,0.3814180929086029
2011-08-20,3,0,8,13,0,6,0,1,0.76,0.55,0.1343,158,378,2011,8,1,True,0.4179894179883122
2011-08-20,3,0,8,14,0,6,0,1,0.8,0.49,0.194,147,375,2011,8,1,True,0.3919999999989547
2011-08-20,3,0,8,15,0,6,0,1,0.8,0.43,0.194,175,390,2011,8,1,True,0.44871794871679815
2011-08-20,3,0,8,16,0,6,0,1,0.8,0.46,0.194,151,373,2011,8,1,True,0.40482573726433024
2011-08-20,3,0,8,17,0,6,0,1,0.8,0.49,0.194,180,383,2011,8,1,True,0.46997389033819853
2011-08-20,3,0,8,18,0,6,0,1,0.76,0.58,0.2537,169,394,2011,8,1,True,0.4289340101511956
2011-08-20,3,0,8,19,0,6,0,1,0.74,0.62,0.194,109,291,2011,8,1,True,0.374570446734108
2011-08-20,3,0,8,20,0,6,0,1,0.74,0.62,0.2239,78,248,2011,8,1,True,0.31451612903098985
2011-08-20,3,0,8,21,0,6,0,1,0.72,0.7,0.2239,81,225,2011,8,1,True,0.35999999999840004
2011-08-20,3,0,8,22,0,6,0,2,0.7,0.74,0.194,77,223,2011,8,1,True,0.3452914798190794
2011-08-20,3,0,8,23,0,6,0,1,0.7,0.74,0.1343,59,157,2011,8,1,True,0.3757961783415555
2011-08-21,3,0,8,0,0,0,0,1,0.7,0.74,0.194,6,74,2011,8,1,True,0.08108108107998539
2011-08-21,3,0,8,1,0,0,0,1,0.68,0.79,0.2239,17,86,2011,8,1,True,0.1976744186023526
2011-08-21,3,0,8,2,0,0,0,1,0.68,0.79,0.194,13,64,2011,8,1,True,0.20312499999682615
2011-08-21,3,0,8,3,0,0,0,1,0.66,0.83,0.2239,25,51,2011,8,1,True,0.4901960784217609
2011-08-21,3,0,8,4,0,0,0,1,0.68,0.83,0.2239,1,6,2011,8,1,True,0.16666666663888888
2011-08-21,3,0,8,5,0,0,0,1,0.66,0.89,0.2985,0,8,2011,8,1,True,0.0
2011-08-21,3,0,8,6,0,0,0,1,0.66,0.89,0.2836,4,14,2011,8,1,True,0.2857142856938775
2011-08-21,3,0,8,7,0,0,0,1,0.68,0.83,0.2985,12,31,2011,8,1,True,0.3870967741810614
2011-08-21,3,0,8,8,0,0,0,1,0.7,0.79,0.2239,30,92,2011,8,1,True,0.3260869565181947
2011-08-21,3,0,8,9,0,0,0,1,0.72,0.74,0.2239,80,231,2011,8,1,True,0.3463203463188471
2011-08-21,3,0,8,10,0,0,0,1,0.74,0.74,0.2537,97,274,2011,8,1,True,0.354014598538854
2011-08-21,3,0,8,11,0,0,0,1,0.8,0.63,0.2836,132,313,2011,8,1,True,0.4217252396152661
2011-08-21,3,0,8,12,0,0,0,1,0.82,0.59,0.2836,135,374,2011,8,1,True,0.36096256684395467
2011-08-21,3,0,8,13,0,0,0,1,0.8,0.59,0.4179,94,310,2011,8,1,True,0.30322580645063474
2011-08-21,3,0,8,14,0,0,0,3,0.7,0.79,0.3881,78,235,2011,8,1,True,0.3319148936156089
2011-08-21,3,0,8,15,0,0,0,1,0.7,0.84,0.2836,17,68,2011,8,1,True,0.24999999999632352
2011-08-21,3,0,8,16,0,0,0,1,0.72,0.79,0.1642,97,258,2011,8,1,True,0.3759689922466048
2011-08-21,3,0,8,17,0,0,0,1,0.72,0.79,0.1343,91,270,2011,8,1,True,0.33703703703578874
2011-08-21,3,0,8,18,0,0,0,1,0.72,0.79,0.2537,96,311,2011,8,1,True,0.30868167202473096
2011-08-21,3,0,8,19,0,0,0,1,0.72,0.7,0.2537,81,282,2011,8,1,True,0.28723404255217294
2011-08-21,3,0,8,20,0,0,0,1,0.7,0.79,0.2537,41,181,2011,8,1,True,0.22651933701532312
2011-08-21,3,0,8,21,0,0,0,1,0.7,0.79,0.2537,45,138,2011,8,1,True,0.3260869565193762
2011-08-21,3,0,8,22,0,0,0,2,0.7,0.79,0.194,37,134,2011,8,1,True,0.2761194029830141
2011-08-21,3,0,8,23,0,0,0,1,0.7,0.74,0.1642,20,68,2011,8,1,True,0.2941176470544983
2011-08-22,3,0,8,0,0,1,1,1,0.68,0.79,0.1642,18,40,2011,8,0,False,0.44999999998875007
2011-08-22,3,0,8,1,0,1,1,1,0.68,0.79,0.0896,8,21,2011,8,0,False,0.3809523809342404
2011-08-22,3,0,8,2,0,1,1,2,0.7,0.65,0.1045,2,8,2011,8,0,False,0.24999999996875
2011-08-22,3,0,8,3,0,1,1,3,0.7,0.65,0.1343,0,5,2011,8,0,False,0.0
2011-08-22,3,0,8,4,0,1,1,1,0.68,0.65,0.194,2,12,2011,8,0,False,0.16666666665277777
2011-08-22,3,0,8,5,0,1,1,1,0.66,0.65,0.3582,1,24,2011,8,0,False,0.04166666666493055
2011-08-22,3,0,8,6,0,1,1,1,0.66,0.61,0.2985,6,112,2011,8,0,False,0.05357142857095026
2011-08-22,3,0,8,7,0,1,1,1,0.66,0.61,0.3284,11,281,2011,8,0,False,0.0391459074731703
2011-08-22,3,0,8,8,0,1,1,1,0.66,0.61,0.3284,20,351,2011,8,0,False,0.056980056979894646
2011-08-22,3,0,8,9,0,1,1,1,0.68,0.54,0.2537,36,187,2011,8,0,False,0.19251336898292776
2011-08-22,3,0,8,10,0,1,1,1,0.7,0.48,0.2836,36,121,2011,8,0,False,0.29752066115456594
2011-08-22,3,0,8,11,0,1,1,1,0.72,0.34,0.3284,46,131,2011,8,0,False,0.35114503816525844
2011-08-22,3,0,8,12,0,1,1,1,0.74,0.35,0.3881,54,207,2011,8,0,False,0.2608695652161311
2011-08-22,3,0,8,13,0,1,1,1,0.74,0.3,0.4627,47,205,2011,8,0,False,0.22926829268180846
2011-08-22,3,0,8,14,0,1,1,1,0.74,0.3,0.3881,88,225,2011,8,0,False,0.39111111110937286
2011-08-22,3,0,8,15,0,1,1,1,0.74,0.3,0.2985,72,199,2011,8,0,False,0.36180904522431256
2011-08-22,3,0,8,16,0,1,1,1,0.74,0.3,0.3881,66,320,2011,8,0,False,0.20624999999935548
2011-08-22,3,0,8,17,0,1,1,1,0.74,0.27,0.3284,82,591,2011,8,0,False,0.13874788494054358
2011-08-22,3,0,8,18,0,1,1,1,0.72,0.28,0.2985,72,609,2011,8,0,False,0.11822660098502755
2011-08-22,3,0,8,19,0,1,1,1,0.7,0.3,0.2836,66,416,2011,8,0,False,0.15865384615346478
2011-08-22,3,0,8,20,0,1,1,1,0.66,0.34,0.194,21,268,2011,8,0,False,0.07835820895493151
2011-08-22,3,0,8,21,0,1,1,1,0.64,0.38,0.194,28,208,2011,8,0,False,0.13461538461473743
2011-08-22,3,0,8,22,0,1,1,1,0.64,0.38,0.2985,32,153,2011,8,0,False,0.20915032679601864
2011-08-22,3,0,8,23,0,1,1,1,0.62,0.41,0.2537,19,64,2011,8,0,False,0.2968749999953613
2011-08-23,3,0,8,0,0,2,1,1,0.6,0.43,0.194,13,35,2011,8,0,False,0.3714285714179592
2011-08-23,3,0,8,1,0,2,1,1,0.58,0.49,0.194,6,19,2011,8,0,False,0.31578947366759
2011-08-23,3,0,8,2,0,2,1,1,0.56,0.52,0.194,2,6,2011,8,0,False,0.33333333327777775
2011-08-23,3,0,8,3,0,2,1,1,0.56,0.52,0.2836,2,6,2011,8,0,False,0.33333333327777775
2011-08-23,3,0,8,4,0,2,1,1,0.54,0.56,0.1642,0,5,2011,8,0,False,0.0
2011-08-23,3,0,8,5,0,2,1,1,0.54,0.56,0.194,1,36,2011,8,0,False,0.027777777777006175
2011-08-23,3,0,8,6,0,2,1,1,0.54,0.6,0.194,3,114,2011,8,0,False,0.02631578947345337
2011-08-23,3,0,8,7,0,2,1,1,0.6,0.49,0.194,11,344,2011,8,0,False,0.03197674418595356
2011-08-23,3,0,8,8,0,2,1,2,0.62,0.5,0.0,43,504,2011,8,0,False,0.08531746031729104
2011-08-23,3,0,8,9,0,2,1,2,0.66,0.44,0.0,34,225,2011,8,0,False,0.1511111111104395
2011-08-23,3,0,8,10,0,2,1,1,0.7,0.37,0.0,56,148,2011,8,0,False,0.3783783783758218
2011-08-23,3,0,8,11,0,2,1,1,0.7,0.34,0.1045,62,186,2011,8,0,False,0.33333333333154125
2011-08-23,3,0,8,12,0,2,1,1,0.7,0.39,0.0896,60,237,2011,8,0,False,0.25316455696095713
2011-08-23,3,0,8,13,0,2,1,1,0.72,0.3,0.1045,70,234,2011,8,0,False,0.29914529914402077
2011-08-23,3,0,8,14,0,2,1,1,0.72,0.3,0.0896,149,651,2011,8,0,False,0.22887864823313536
2011-08-23,3,0,8,15,0,2,1,1,0.72,0.34,0.2239,178,601,2011,8,0,False,0.296173044924632
2011-08-23,3,0,8,16,0,2,1,1,0.72,0.32,0.1343,133,444,2011,8,0,False,0.2995495495488749
2011-08-23,3,0,8,17,0,2,1,1,0.72,0.34,0.2239,133,472,2011,8,0,False,0.28177966101635216
2011-08-23,3,0,8,18,0,2,1,1,0.72,0.34,0.194,98,519,2011,8,0,False,0.1888246628127383
2011-08-23,3,0,8,19,0,2,1,1,0.66,0.5,0.2239,70,367,2011,8,0,False,0.19073569482236857
2011-08-23,3,0,8,20,0,2,1,1,0.64,0.53,0.2537,54,260,2011,8,0,False,0.20769230769150887
2011-08-23,3,0,8,21,0,2,1,1,0.62,0.57,0.0,38,211,2011,8,0,False,0.1800947867290043
2011-08-23,3,0,8,22,0,2,1,1,0.62,0.57,0.1343,46,191,2011,8,0,False,0.24083769633381763
2011-08-23,3,0,8,23,0,2,1,1,0.62,0.61,0.1343,19,80,2011,8,0,False,0.23749999999703125
2011-08-24,3,0,8,0,0,3,1,1,0.62,0.57,0.1343,9,38,2011,8,0,False,0.23684210525692523
2011-08-24,3,0,8,1,0,3,1,1,0.6,0.6,0.1045,7,24,2011,8,0,False,0.2916666666545139
2011-08-24,3,0,8,2,0,3,1,1,0.58,0.68,0.1343,2,6,2011,8,0,False,0.33333333327777775
2011-08-24,3,0,8,3,0,3,1,1,0.58,0.68,0.1343,0,1,2011,8,0,False,0.0
2011-08-24,3,0,8,4,0,3,1,1,0.56,0.73,0.1045,0,7,2011,8,0,False,0.0
2011-08-24,3,0,8,5,0,3,1,1,0.56,0.73,0.1045,1,27,2011,8,0,False,0.03703703703566529
2011-08-24,3,0,8,6,0,3,1,1,0.56,0.73,0.0,3,108,2011,8,0,False,0.027777777777520576
2011-08-24,3,0,8,7,0,3,1,1,0.6,0.64,0.0896,11,308,2011,8,0,False,0.03571428571416976
2011-08-24,3,0,8,8,0,3,1,1,0.62,0.69,0.1343,32,468,2011,8,0,False,0.06837606837592228
2011-08-24,3,0,8,9,0,3,1,1,0.64,0.69,0.2537,44,213,2011,8,0,False,0.20657276995208182
2011-08-24,3,0,8,10,0,3,1,1,0.7,0.58,0.2836,51,146,2011,8,0,False,0.34931506849075816
2011-08-24,3,0,8,11,0,3,1,1,0.72,0.54,0.2985,57,185,2011,8,0,False,0.3081081081064427
2011-08-24,3,0,8,12,0,3,1,1,0.74,0.55,0.3284,60,235,2011,8,0,False,0.2553191489350838
2011-08-24,3,0,8,13,0,3,1,1,0.76,0.48,0.4179,56,236,2011,8,0,False,0.2372881355922149
2011-08-24,3,0,8,14,0,3,1,1,0.76,0.48,0.4179,77,204,2011,8,0,False,0.3774509803903066
2011-08-24,3,0,8,15,0,3,1,1,0.76,0.48,0.4478,63,204,2011,8,0,False,0.3088235294102509
2011-08-24,3,0,8,16,0,3,1,1,0.76,0.52,0.4179,49,271,2011,8,0,False,0.18081180811741399
2011-08-24,3,0,8,17,0,3,1,1,0.76,0.52,0.3582,83,567,2011,8,0,False,0.1463844797175549
2011-08-24,3,0,8,18,0,3,1,1,0.74,0.55,0.2985,102,621,2011,8,0,False,0.1642512077292041
2011-08-24,3,0,8,19,0,3,1,1,0.74,0.55,0.2985,93,440,2011,8,0,False,0.211363636363156
2011-08-24,3,0,8,20,0,3,1,1,0.72,0.58,0.2985,45,334,2011,8,0,False,0.1347305389217523
2011-08-24,3,0,8,21,0,3,1,1,0.7,0.61,0.3582,47,236,2011,8,0,False,0.1991525423720375
2011-08-24,3,0,8,22,0,3,1,1,0.7,0.65,0.3582,41,181,2011,8,0,False,0.22651933701532312
2011-08-24,3,0,8,23,0,3,1,1,0.68,0.69,0.2985,16,70,2011,8,0,False,0.22857142856816326
2011-08-25,3,0,8,0,0,4,1,1,0.68,0.74,0.2985,11,52,2011,8,0,False,0.2115384615343935
2011-08-25,3,0,8,1,0,4,1,1,0.68,0.69,0.3881,4,15,2011,8,0,False,0.2666666666488889
2011-08-25,3,0,8,2,0,4,1,1,0.68,0.69,0.3881,3,5,2011,8,0,False,0.59999999988
2011-08-25,3,0,8,3,0,4,1,1,0.66,0.74,0.3284,2,4,2011,8,0,False,0.499999999875
2011-08-25,3,0,8,4,0,4,1,1,0.66,0.78,0.3881,1,7,2011,8,0,False,0.1428571428367347
2011-08-25,3,0,8,5,0,4,1,1,0.66,0.83,0.4179,1,26,2011,8,0,False,0.038461538460059175
2011-08-25,3,0,8,6,0,4,1,1,0.66,0.83,0.3284,1,102,2011,8,0,False,0.009803921568531333
2011-08-25,3,0,8,7,0,4,1,2,0.68,0.79,0.3284,17,313,2011,8,0,False,0.05431309904136002
2011-08-25,3,0,8,8,0,4,1,2,0.7,0.74,0.2985,23,484,2011,8,0,False,0.04752066115692661
2011-08-25,3,0,8,9,0,4,1,2,0.72,0.7,0.2985,21,162,2011,8,0,False,0.12962962962882946
2011-08-25,3,0,8,10,0,4,1,2,0.74,0.66,0.2985,37,142,2011,8,0,False,0.2605633802798552
2011-08-25,3,0,8,11,0,4,1,3,0.7,0.79,0.0,39,151,2011,8,0,False,0.2582781456936538
2011-08-25,3,0,8,12,0,4,1,3,0.7,0.79,0.0,9,41,2011,8,0,False,0.21951219511659728
2011-08-25,3,0,8,13,0,4,1,1,0.7,0.79,0.1045,7,37,2011,8,0,False,0.18918918918407598
2011-08-25,3,0,8,14,0,4,1,2,0.72,0.74,0.0,27,113,2011,8,0,False,0.23893805309523064
2011-08-25,3,0,8,15,0,4,1,2,0.74,0.7,0.0,28,132,2011,8,0,False,0.21212121211960516
2011-08-25,3,0,8,16,0,4,1,1,0.72,0.84,0.0,16,121,2011,8,0,False,0.13223140495758487
2011-08-25,3,0,8,17,0,4,1,1,0.72,0.84,0.0,28,312,2011,8,0,False,0.08974358974330211
2011-08-25,3,0,8,18,0,4,1,2,0.72,0.84,0.1343,31,408,2011,8,0,False,0.07598039215667653
2011-08-25,3,0,8,19,0,4,1,2,0.66,0.78,0.3284,31,272,2011,8,0,False,0.11397058823487512
2011-08-25,3,0,8,20,0,4,1,1,0.64,0.78,0.3582,33,225,2011,8,0,False,0.14666666666601483
2011-08-25,3,0,8,21,0,4,1,1,0.64,0.78,0.2836,29,187,2011,8,0,False,0.15508021390291402
2011-08-25,3,0,8,22,0,4,1,1,0.62,0.83,0.0,21,147,2011,8,0,False,0.14285714285617104
2011-08-25,3,0,8,23,0,4,1,1,0.62,0.83,0.0896,15,84,2011,8,0,False,0.17857142856930272
2011-08-26,3,0,8,0,0,5,1,1,0.62,0.83,0.1343,9,51,2011,8,0,False,0.17647058823183392
2011-08-26,3,0,8,1,0,5,1,1,0.62,0.83,0.0,10,23,2011,8,0,False,0.43478260867674856
2011-08-26,3,0,8,2,0,5,1,1,0.62,0.88,0.1343,4,20,2011,8,0,False,0.19999999999
2011-08-26,3,0,8,3,0,5,1,1,0.6,0.88,0.1045,3,11,2011,8,0,False,0.2727272727024793
2011-08-26,3,0,8,4,0,5,1,1,0.62,0.88,0.0,2,8,2011,8,0,False,0.24999999996875
2011-08-26,3,0,8,5,0,5,1,2,0.62,0.88,0.0,3,26,2011,8,0,False,0.11538461538017751
2011-08-26,3,0,8,6,0,5,1,1,0.62,0.88,0.0,5,105,2011,8,0,False,0.047619047618594104
2011-08-26,3,0,8,7,0,5,1,1,0.64,0.83,0.0,3,266,2011,8,0,False,0.011278195488679406
2011-08-26,3,0,8,8,0,5,1,1,0.66,0.83,0.1045,17,404,2011,8,0,False,0.04207920792068792
2011-08-26,3,0,8,9,0,5,1,1,0.7,0.74,0.0,39,230,2011,8,0,False,0.16956521739056712
2011-08-26,3,0,8,10,0,5,1,1,0.74,0.66,0.0896,34,123,2011,8,0,False,0.2764227642253949
2011-08-26,3,0,8,11,0,5,1,2,0.76,0.62,0.0,63,214,2011,8,0,False,0.29439252336311034
2011-08-26,3,0,8,12,0,5,1,2,0.76,0.66,0.1045,70,243,2011,8,0,False,0.28806584362021376
2011-08-26,3,0,8,13,0,5,1,2,0.78,0.59,0.1045,72,237,2011,8,0,False,0.3037974683531485
2011-08-26,3,0,8,14,0,5,1,1,0.8,0.59,0.0,55,219,2011,8,0,False,0.25114155251026876
2011-08-26,3,0,8,15,0,5,1,2,0.8,0.59,0.194,53,249,2011,8,0,False,0.21285140562163515
2011-08-26,3,0,8,16,0,5,1,1,0.78,0.62,0.1045,50,343,2011,8,0,False,0.1457725947517616
